State,Year,Quarter,Value
WV,1986,1,95.54
WV,1986,2,96.53
WV,1986,3,95.73
WV,1986,4,98.25
WV,1987,1,97.13
WV,1987,2,98.86
WV,1987,3,95.8
WV,1987,4,97.63
WV,1988,1,96.48
WV,1988,2,99.83
WV,1988,3,99.1
WV,1988,4,97.9
WV,1989,1,98.93
WV,1989,2,101.5
WV,1989,3,101.37
WV,1989,4,101.23
WV,1990,1,102.3
WV,1990,2,102.01
WV,1990,3,105.12
WV,1990,4,103.77
WV,1991,1,104.12
WV,1991,2,107.52
WV,1991,3,106.31
WV,1991,4,109.19
WV,1992,1,109.5
WV,1992,2,111.49
WV,1992,3,112.7
WV,1992,4,113.98
WV,1993,1,114.73
WV,1993,2,116.31
WV,1993,3,118.84
WV,1993,4,119.2
WV,1994,1,121.48
WV,1994,2,123.16
WV,1994,3,124.9
WV,1994,4,124.71
WV,1995,1,126.12
WV,1995,2,128.59
WV,1995,3,131.01
WV,1995,4,131.26
WV,1996,1,133.07
WV,1996,2,133.83
WV,1996,3,134.27
WV,1996,4,134.37
WV,1997,1,135.41
WV,1997,2,137.72
WV,1997,3,138.19
WV,1997,4,140.32
WV,1998,1,143.17
WV,1998,2,143.17
WV,1998,3,145.22
WV,1998,4,146.82
WV,1999,1,147.67
WV,1999,2,147.17
WV,1999,3,147.68
WV,1999,4,146.49
WV,2000,1,147.9
WV,2000,2,148.88
WV,2000,3,150.17
WV,2000,4,151.48
WV,2001,1,155.79
WV,2001,2,157.35
WV,2001,3,158.05
WV,2001,4,159.6
WV,2002,1,160.5
WV,2002,2,162.34
WV,2002,3,163.69
WV,2002,4,166.07
WV,2003,1,166.49
WV,2003,2,168.22
WV,2003,3,170.51
WV,2003,4,172.06
WV,2004,1,174.92
WV,2004,2,178.29
WV,2004,3,181.45
WV,2004,4,184.82
WV,2005,1,189.02
WV,2005,2,194.91
WV,2005,3,201.7
WV,2005,4,204.4
WV,2006,1,208.62
WV,2006,2,206.64
WV,2006,3,209.35
WV,2006,4,211.71
WV,2007,1,213.05
WV,2007,2,212.73
WV,2007,3,213.05
WV,2007,4,214.81
WV,2008,1,215.12
WV,2008,2,214.51
WV,2008,3,210.99
WV,2008,4,209.16
WV,2009,1,212.55
WV,2009,2,209.94
WV,2009,3,205.87
WV,2009,4,204.75
WV,2010,1,205.03
WV,2010,2,204.42
WV,2010,3,205.74
WV,2010,4,207.24
WV,2011,1,202.79
WV,2011,2,199.76
WV,2011,3,203.11
WV,2011,4,204.21
WV,2012,1,202.42
WV,2012,2,202.97
WV,2012,3,204.03
WV,2012,4,204.74
WV,2013,1,204.27
WV,2013,2,205.13
WV,2013,3,207.2
WV,2013,4,209.02
WV,2014,1,208.16
WV,2014,2,209.57
WV,2014,3,211.83
WV,2014,4,212.39
WV,2015,1,211.82
WV,2015,2,217.08
WV,2015,3,215.67
WV,2015,4,216.96
WV,2016,1,218.05
WV,2016,2,218.79
WV,2016,3,220.09
WV,2016,4,221.51
WV,2017,1,219.13
WV,2017,2,220.79
WV,2017,3,221.86
WV,2017,4,225.37
WV,2018,1,224.72
WV,2018,2,228.23
WV,2018,3,227.72
WV,2018,4,227.39
WV,2019,1,228.13
WV,2019,2,231.43
WV,2019,3,233.91
WV,2019,4,236.27
WV,2020,1,237.36
WV,2020,2,239.94
WV,2020,3,244.27
WV,2020,4,247.41
WV,2021,1,252
WV,2021,2,258.51
WV,2021,3,271.77
WV,2021,4,279.31
WV,2022,1,283.48
WV,2022,2,297.51
WV,2022,3,305.08
WY,1975,1,49.18
WY,1975,2,47.85
WY,1975,3,50.08
WY,1975,4,53.55
WY,1976,1,54.28
WY,1976,2,55.35
WY,1976,3,58.38
WY,1976,4,62.83
WY,1977,1,63.18
WY,1977,2,64.61
WY,1977,3,67.06
WY,1977,4,71.1
WY,1978,1,72.99
WY,1978,2,76.42
WY,1978,3,78.67
WY,1978,4,82.14
WY,1979,1,87.39
WY,1979,2,92.16
WY,1979,3,97.36
WY,1979,4,96.49
WY,1980,1,100
WY,1980,2,97.64
WY,1980,3,101.15
WY,1980,4,94.72
WY,1981,1,106.72
WY,1981,2,109.44
WY,1981,3,109.59
WY,1981,4,109.3
WY,1982,1,110.39
WY,1982,2,107.86
WY,1982,3,108.91
WY,1982,4,112.35
WY,1983,1,110.76
WY,1983,2,105.7
WY,1983,3,102.92
WY,1983,4,98.74
WY,1984,1,100.1
WY,1984,2,95.57
WY,1984,3,98.28
WY,1984,4,95.66
WY,1985,1,97.04
WY,1985,2,95
WY,1985,3,93.83
WY,1985,4,94.08
WY,1986,1,97.23
WY,1986,2,97.59
WY,1986,3,94.61
WY,1986,4,90.47
WY,1987,1,92.83
WY,1987,2,87.5
WY,1987,3,82.68
WY,1987,4,78.78
WY,1988,1,80.93
WY,1988,2,76.29
WY,1988,3,80.94
WY,1988,4,81.08
WY,1989,1,76.79
WY,1989,2,83.55
WY,1989,3,83.22
WY,1989,4,83.26
WY,1990,1,87.73
WY,1990,2,85.35
WY,1990,3,90.97
WY,1990,4,89.32
WY,1991,1,89.87
WY,1991,2,93.21
WY,1991,3,94.64
WY,1991,4,95.43
WY,1992,1,96.59
WY,1992,2,98.03
WY,1992,3,99.8
WY,1992,4,102.11
WY,1993,1,102.59
WY,1993,2,105.62
WY,1993,3,108.44
WY,1993,4,110.99
WY,1994,1,113.55
WY,1994,2,116.46
WY,1994,3,120.02
WY,1994,4,121.65
WY,1995,1,123.45
WY,1995,2,126.13
WY,1995,3,127.59
WY,1995,4,130.46
WY,1996,1,131.98
WY,1996,2,132.96
WY,1996,3,134.16
WY,1996,4,134.24
WY,1997,1,135.14
WY,1997,2,136.67
WY,1997,3,137.89
WY,1997,4,139.92
WY,1998,1,141.87
WY,1998,2,141.8
WY,1998,3,142.66
WY,1998,4,142.88
WY,1999,1,143.79
WY,1999,2,145.87
WY,1999,3,147.35
WY,1999,4,147.84
WY,2000,1,149.86
WY,2000,2,151.35
WY,2000,3,152.92
WY,2000,4,156.23
WY,2001,1,157.37
WY,2001,2,160.32
WY,2001,3,162.77
WY,2001,4,164.84
WY,2002,1,167.97
WY,2002,2,170.31
WY,2002,3,173.37
WY,2002,4,175.1
WY,2003,1,177.16
WY,2003,2,181.1
WY,2003,3,183.62
WY,2003,4,187.15
WY,2004,1,190.81
WY,2004,2,195.85
WY,2004,3,203.18
WY,2004,4,206.94
WY,2005,1,211.4
WY,2005,2,217.96
WY,2005,3,226.01
WY,2005,4,232.14
WY,2006,1,238.73
WY,2006,2,246.42
WY,2006,3,254.27
WY,2006,4,260.94
WY,2007,1,267.08
WY,2007,2,274.39
WY,2007,3,277.89
WY,2007,4,279.42
WY,2008,1,280.91
WY,2008,2,281.64
WY,2008,3,279.79
WY,2008,4,279.47
WY,2009,1,279.6
WY,2009,2,279.26
WY,2009,3,272.63
WY,2009,4,270.44
WY,2010,1,265.85
WY,2010,2,267.18
WY,2010,3,266.95
WY,2010,4,267.12
WY,2011,1,263.45
WY,2011,2,260.41
WY,2011,3,263.9
WY,2011,4,263.93
WY,2012,1,264.59
WY,2012,2,265.09
WY,2012,3,267.12
WY,2012,4,269.37
WY,2013,1,270.5
WY,2013,2,272.89
WY,2013,3,273.05
WY,2013,4,273.78
WY,2014,1,277.36
WY,2014,2,278.69
WY,2014,3,282.89
WY,2014,4,284.82
WY,2015,1,287.01
WY,2015,2,288.09
WY,2015,3,294.71
WY,2015,4,293.83
WY,2016,1,293.9
WY,2016,2,296.47
WY,2016,3,298.88
WY,2016,4,298.61
WY,2017,1,297.51
WY,2017,2,300.41
WY,2017,3,301.66
WY,2017,4,304.42
WY,2018,1,309.62
WY,2018,2,308.48
WY,2018,3,313.43
WY,2018,4,315.78
WY,2019,1,314.98
WY,2019,2,323.94
WY,2019,3,328.15
WY,2019,4,332.66
WY,2020,1,335.69
WY,2020,2,337.66
WY,2020,3,342.26
WY,2020,4,349.78
WY,2021,1,355.45
WY,2021,2,370.19
WY,2021,3,393
WY,2021,4,406.85
WY,2022,1,416.73
WY,2022,2,441.81
WY,2022,3,452.3
