State,Year,Quarter,Value
CT,1976,4,67.96
CT,1977,1,64.22
CT,1977,2,68.44
CT,1977,3,71.46
CT,1977,4,72.27
CT,1978,1,73.59
CT,1978,2,79.53
CT,1978,3,87.06
CT,1978,4,88.34
CT,1979,1,95.39
CT,1979,2,97.54
CT,1979,3,100.41
CT,1979,4,101.79
CT,1980,1,100
CT,1980,2,101.61
CT,1980,3,103.72
CT,1980,4,104.87
CT,1981,1,104.4
CT,1981,2,109.7
CT,1981,3,114.27
CT,1981,4,111.5
CT,1982,1,111.77
CT,1982,2,112.29
CT,1982,3,111.06
CT,1982,4,112.94
CT,1983,1,118.7
CT,1983,2,121.06
CT,1983,3,122.47
CT,1983,4,126.21
CT,1984,1,131.1
CT,1984,2,134.56
CT,1984,3,140.24
CT,1984,4,141.77
CT,1985,1,148.36
CT,1985,2,155.45
CT,1985,3,160.02
CT,1985,4,168.8
CT,1986,1,174.48
CT,1986,2,185.35
CT,1986,3,199.33
CT,1986,4,212.65
CT,1987,1,224.87
CT,1987,2,237.27
CT,1987,3,250.08
CT,1987,4,257.44
CT,1988,1,263.31
CT,1988,2,267.51
CT,1988,3,265.72
CT,1988,4,266.27
CT,1989,1,261.68
CT,1989,2,261.45
CT,1989,3,262.3
CT,1989,4,261.27
CT,1990,1,257.39
CT,1990,2,249.55
CT,1990,3,246.98
CT,1990,4,240.27
CT,1991,1,239.86
CT,1991,2,236.47
CT,1991,3,233.75
CT,1991,4,236.06
CT,1992,1,237.06
CT,1992,2,232.39
CT,1992,3,233.22
CT,1992,4,233.03
CT,1993,1,229.41
CT,1993,2,230.04
CT,1993,3,230.01
CT,1993,4,230.62
CT,1994,1,228.66
CT,1994,2,223.51
CT,1994,3,220.57
CT,1994,4,217.79
CT,1995,1,216.59
CT,1995,2,219.39
CT,1995,3,224.7
CT,1995,4,224.95
CT,1996,1,227.88
CT,1996,2,225.02
CT,1996,3,221.75
CT,1996,4,223.11
CT,1997,1,224.4
CT,1997,2,225.47
CT,1997,3,228.05
CT,1997,4,230.34
CT,1998,1,235.84
CT,1998,2,235.94
CT,1998,3,239.42
CT,1998,4,242.53
CT,1999,1,245.8
CT,1999,2,248.82
CT,1999,3,253.57
CT,1999,4,256.66
CT,2000,1,261.41
CT,2000,2,268.53
CT,2000,3,274.32
CT,2000,4,278.1
CT,2001,1,284.97
CT,2001,2,291.09
CT,2001,3,298.23
CT,2001,4,303.43
CT,2002,1,309.92
CT,2002,2,318.8
CT,2002,3,327.47
CT,2002,4,334.36
CT,2003,1,338.58
CT,2003,2,344.17
CT,2003,3,352.39
CT,2003,4,365.28
CT,2004,1,371.63
CT,2004,2,383.71
CT,2004,3,403.12
CT,2004,4,410.91
CT,2005,1,421.33
CT,2005,2,435.41
CT,2005,3,447.53
CT,2005,4,456.57
CT,2006,1,462.55
CT,2006,2,464.82
CT,2006,3,465.26
CT,2006,4,467.95
CT,2007,1,471.05
CT,2007,2,467.39
CT,2007,3,463.65
CT,2007,4,462.88
CT,2008,1,462.37
CT,2008,2,451.51
CT,2008,3,437.57
CT,2008,4,433.89
CT,2009,1,437.34
CT,2009,2,423.14
CT,2009,3,412.44
CT,2009,4,411.1
CT,2010,1,406.29
CT,2010,2,401.81
CT,2010,3,406.36
CT,2010,4,407.02
CT,2011,1,396.56
CT,2011,2,389.22
CT,2011,3,390.41
CT,2011,4,393.46
CT,2012,1,386.88
CT,2012,2,382.9
CT,2012,3,383.94
CT,2012,4,385.25
CT,2013,1,383.41
CT,2013,2,381.66
CT,2013,3,381.2
CT,2013,4,378.14
CT,2014,1,376.82
CT,2014,2,379.89
CT,2014,3,382.45
CT,2014,4,382.11
CT,2015,1,386.99
CT,2015,2,388.16
CT,2015,3,385.86
CT,2015,4,385.3
CT,2016,1,385.56
CT,2016,2,387.4
CT,2016,3,390.88
CT,2016,4,391.01
CT,2017,1,385.69
CT,2017,2,391.06
CT,2017,3,393.5
CT,2017,4,393.34
CT,2018,1,391.75
CT,2018,2,394.71
CT,2018,3,398.32
CT,2018,4,396.36
CT,2019,1,398.44
CT,2019,2,404.83
CT,2019,3,409.37
CT,2019,4,411.78
CT,2020,1,413.39
CT,2020,2,417.74
CT,2020,3,426.87
CT,2020,4,438.43
CT,2021,1,450.07
CT,2021,2,473.02
CT,2021,3,499.13
CT,2021,4,509.52
CT,2022,1,522.87
CT,2022,2,556.46
CT,2022,3,567.91
DC,1975,1,46.56
DC,1975,2,47.6
DC,1975,3,47.31
DC,1975,4,54.55
DC,1976,1,53.05
DC,1976,2,53.01
DC,1976,3,59.15
DC,1976,4,57.64
DC,1977,1,59.63
DC,1977,2,63.96
DC,1977,3,66.71
DC,1977,4,72.3
DC,1978,1,69.34
DC,1978,2,77.8
DC,1978,3,81.32
DC,1978,4,80.85
DC,1979,1,89.52
DC,1979,2,88.68
DC,1979,3,92.38
DC,1979,4,98.8
DC,1980,1,100
DC,1980,2,96.27
DC,1980,3,98.88
DC,1980,4,101.84
DC,1981,1,91.93
DC,1981,2,106.23
DC,1981,3,95.86
DC,1981,4,103.48
DC,1982,1,76.57
DC,1982,2,104.73
DC,1982,3,81.8
DC,1982,4,101.75
DC,1983,1,95.71
DC,1983,2,97.59
DC,1983,3,102.75
DC,1983,4,100.66
DC,1984,1,102.5
DC,1984,2,104.5
DC,1984,3,106.57
DC,1984,4,108.75
DC,1985,1,108.11
DC,1985,2,111.35
DC,1985,3,112.95
DC,1985,4,114.9
DC,1986,1,114.64
DC,1986,2,120.27
DC,1986,3,123.57
DC,1986,4,128.71
DC,1987,1,133.72
DC,1987,2,136.56
DC,1987,3,141.12
DC,1987,4,147.3
DC,1988,1,155.54
DC,1988,2,162.92
DC,1988,3,166.14
DC,1988,4,171.11
DC,1989,1,180.91
DC,1989,2,182.51
DC,1989,3,184.5
DC,1989,4,188.03
DC,1990,1,193.52
DC,1990,2,193.43
DC,1990,3,188.85
DC,1990,4,189.33
DC,1991,1,191.44
DC,1991,2,192.87
DC,1991,3,190.84
DC,1991,4,194.56
DC,1992,1,197.32
DC,1992,2,197.27
DC,1992,3,196.8
DC,1992,4,195.39
DC,1993,1,194.28
DC,1993,2,194.91
DC,1993,3,195.66
DC,1993,4,196.19
DC,1994,1,197.56
DC,1994,2,190.14
DC,1994,3,190.31
DC,1994,4,182.47
DC,1995,1,185.37
DC,1995,2,184.85
DC,1995,3,189.81
DC,1995,4,192.9
DC,1996,1,195.5
DC,1996,2,191.61
DC,1996,3,189.35
DC,1996,4,190.63
DC,1997,1,190.8
DC,1997,2,192.57
DC,1997,3,190.49
DC,1997,4,190.91
DC,1998,1,198.47
DC,1998,2,199.81
DC,1998,3,201.22
DC,1998,4,206.96
DC,1999,1,209.05
DC,1999,2,213.59
DC,1999,3,220.03
DC,1999,4,226.16
DC,2000,1,236.09
DC,2000,2,244.76
DC,2000,3,252.38
DC,2000,4,257.09
DC,2001,1,267.9
DC,2001,2,280.25
DC,2001,3,291.88
DC,2001,4,300.78
DC,2002,1,310.3
DC,2002,2,321.58
DC,2002,3,336.45
DC,2002,4,346.47
DC,2003,1,354.36
DC,2003,2,361.2
DC,2003,3,372.56
DC,2003,4,392.31
DC,2004,1,407.64
DC,2004,2,428.09
DC,2004,3,457.79
DC,2004,4,482.28
DC,2005,1,504.16
DC,2005,2,533.78
DC,2005,3,565.88
DC,2005,4,594.02
DC,2006,1,603.33
DC,2006,2,610.89
DC,2006,3,616.71
DC,2006,4,627.05
DC,2007,1,632.61
DC,2007,2,632.33
DC,2007,3,633.81
DC,2007,4,626.63
DC,2008,1,614.24
DC,2008,2,598.3
DC,2008,3,584.41
DC,2008,4,577.79
DC,2009,1,580.02
DC,2009,2,562.91
DC,2009,3,557.84
DC,2009,4,565.47
DC,2010,1,559.02
DC,2010,2,561.53
DC,2010,3,570.27
DC,2010,4,569.92
DC,2011,1,562.23
DC,2011,2,570.52
DC,2011,3,572.63
DC,2011,4,579.16
DC,2012,1,583.12
DC,2012,2,586.77
DC,2012,3,596.75
DC,2012,4,607.95
DC,2013,1,617.83
DC,2013,2,635.91
DC,2013,3,656.93
DC,2013,4,659.93
DC,2014,1,674.54
DC,2014,2,690.37
DC,2014,3,697.6
DC,2014,4,713.45
DC,2015,1,719.6
DC,2015,2,731.05
DC,2015,3,747.86
DC,2015,4,763.34
DC,2016,1,769.35
DC,2016,2,785.95
DC,2016,3,791.65
DC,2016,4,805.8
DC,2017,1,803.19
DC,2017,2,823.33
DC,2017,3,833.96
DC,2017,4,839.8
DC,2018,1,850.01
DC,2018,2,863.17
DC,2018,3,868.08
DC,2018,4,879.4
DC,2019,1,885.25
DC,2019,2,890.69
DC,2019,3,904.7
DC,2019,4,910.89
DC,2020,1,918.35
DC,2020,2,920.08
DC,2020,3,930.96
DC,2020,4,951.5
DC,2021,1,961.39
DC,2021,2,1002.25
DC,2021,3,1025.22
DC,2021,4,1036.04
DC,2022,1,1061.5
DC,2022,2,1110.02
DC,2022,3,1096.98
DE,1975,1,77.02
DE,1975,2,89.63
DE,1975,3,115.7
DE,1975,4,71.61
DE,1976,1,79.51
DE,1976,2,84.42
DE,1976,3,80.39
DE,1976,4,86.83
DE,1977,1,89.94
DE,1977,2,77.81
DE,1977,3,82.42
DE,1977,4,82.68
DE,1978,1,85.2
DE,1978,2,89.18
DE,1978,3,85.32
DE,1978,4,83.57
DE,1979,1,86.24
DE,1979,2,86.86
DE,1979,3,95.01
DE,1979,4,96.03
DE,1980,1,100
DE,1980,2,106.61
DE,1980,3,109.66
DE,1980,4,106.45
DE,1981,1,109.12
DE,1981,2,104.09
DE,1981,3,115.93
DE,1981,4,107.26
DE,1982,1,102.2
DE,1982,2,113.02
DE,1982,3,113.07
DE,1982,4,115.82
DE,1983,1,116.34
DE,1983,2,118.75
DE,1983,3,122.17
DE,1983,4,127.69
DE,1984,1,125.11
DE,1984,2,128.32
DE,1984,3,131.58
DE,1984,4,133.58
DE,1985,1,136.62
DE,1985,2,140.55
DE,1985,3,143
DE,1985,4,145.5
DE,1986,1,150.83
DE,1986,2,154.27
DE,1986,3,159.01
DE,1986,4,164.39
DE,1987,1,170.9
DE,1987,2,175.02
DE,1987,3,182.1
DE,1987,4,186.94
DE,1988,1,189.69
DE,1988,2,195.28
DE,1988,3,200.9
DE,1988,4,205.94
DE,1989,1,209.28
DE,1989,2,215.97
DE,1989,3,221.1
DE,1989,4,222.45
DE,1990,1,225.82
DE,1990,2,225.05
DE,1990,3,223.4
DE,1990,4,223.34
DE,1991,1,226.71
DE,1991,2,227.48
DE,1991,3,227.51
DE,1991,4,230.66
DE,1992,1,230.64
DE,1992,2,229.06
DE,1992,3,230.23
DE,1992,4,232.28
DE,1993,1,230.93
DE,1993,2,231.91
DE,1993,3,231.44
DE,1993,4,232.11
DE,1994,1,231.13
DE,1994,2,228.55
DE,1994,3,226.19
DE,1994,4,225.34
DE,1995,1,225.96
DE,1995,2,226.84
DE,1995,3,230.56
DE,1995,4,230.28
DE,1996,1,233.33
DE,1996,2,230.76
DE,1996,3,231.71
DE,1996,4,233.74
DE,1997,1,233.62
DE,1997,2,233.99
DE,1997,3,236.04
DE,1997,4,237.79
DE,1998,1,241.61
DE,1998,2,242.36
DE,1998,3,243.6
DE,1998,4,244.95
DE,1999,1,248.88
DE,1999,2,250.58
DE,1999,3,254.69
DE,1999,4,256.04
DE,2000,1,260.2
DE,2000,2,264.69
DE,2000,3,269.75
DE,2000,4,273.28
DE,2001,1,279.15
DE,2001,2,283.89
DE,2001,3,289.54
DE,2001,4,293.51
DE,2002,1,298.61
DE,2002,2,306.24
DE,2002,3,314.05
DE,2002,4,319.12
DE,2003,1,323.84
DE,2003,2,330.69
DE,2003,3,338.31
DE,2003,4,351.09
DE,2004,1,362.15
DE,2004,2,370.11
DE,2004,3,392.33
DE,2004,4,404.32
DE,2005,1,415.46
DE,2005,2,433.04
DE,2005,3,452.71
DE,2005,4,462.2
DE,2006,1,471.58
DE,2006,2,480.63
DE,2006,3,485.22
DE,2006,4,494.13
DE,2007,1,494.37
DE,2007,2,498.04
DE,2007,3,493.09
DE,2007,4,493.76
DE,2008,1,490.43
DE,2008,2,483.78
DE,2008,3,472.58
DE,2008,4,467.13
DE,2009,1,469.55
DE,2009,2,455.57
DE,2009,3,444.65
DE,2009,4,440.74
DE,2010,1,437.87
DE,2010,2,433.24
DE,2010,3,432.9
DE,2010,4,429.55
DE,2011,1,418.96
DE,2011,2,406.97
DE,2011,3,403.05
DE,2011,4,408.19
DE,2012,1,405.06
DE,2012,2,396.5
DE,2012,3,399.46
DE,2012,4,402.13
DE,2013,1,402.52
DE,2013,2,402.76
DE,2013,3,404.22
DE,2013,4,407.17
DE,2014,1,406.35
DE,2014,2,409.85
DE,2014,3,414.79
DE,2014,4,413.39
DE,2015,1,420.24
DE,2015,2,419.35
DE,2015,3,422.08
DE,2015,4,423.88
DE,2016,1,424.73
DE,2016,2,428.95
DE,2016,3,433.41
DE,2016,4,436.86
DE,2017,1,435.4
DE,2017,2,438.13
DE,2017,3,438.89
DE,2017,4,443.01
DE,2018,1,449.28
DE,2018,2,452.29
DE,2018,3,454.09
DE,2018,4,458.17
DE,2019,1,461.06
DE,2019,2,468.54
DE,2019,3,473.95
DE,2019,4,476.96
DE,2020,1,483.15
DE,2020,2,486.74
DE,2020,3,496.83
DE,2020,4,504.48
DE,2021,1,520.17
DE,2021,2,541.56
DE,2021,3,567.9
DE,2021,4,588.14
DE,2022,1,605
DE,2022,2,643.11
DE,2022,3,646.81
FL,1975,1,65.88
FL,1975,2,83.48
FL,1975,3,66.82
FL,1975,4,68.24
FL,1976,1,67.95
FL,1976,2,76.02
FL,1976,3,69
FL,1976,4,70.28
FL,1977,1,71.03
FL,1977,2,79.04
FL,1977,3,72.61
FL,1977,4,74.82
FL,1978,1,78.35
FL,1978,2,83.36
FL,1978,3,83.04
FL,1978,4,84.63
FL,1979,1,89.74
FL,1979,2,92.41
FL,1979,3,93.77
FL,1979,4,97.98
FL,1980,1,100
FL,1980,2,99.71
FL,1980,3,105.86
FL,1980,4,108.68
FL,1981,1,110.03
FL,1981,2,112.27
FL,1981,3,108.09
FL,1981,4,104.75
FL,1982,1,112.77
FL,1982,2,114.66
FL,1982,3,104.56
FL,1982,4,112.69
FL,1983,1,121.37
FL,1983,2,123.74
FL,1983,3,124.21
FL,1983,4,124.49
FL,1984,1,125.7
FL,1984,2,126.76
FL,1984,3,128.14
FL,1984,4,126.4
FL,1985,1,127.87
FL,1985,2,128.21
FL,1985,3,128.11
FL,1985,4,129.8
FL,1986,1,131.22
FL,1986,2,134.67
FL,1986,3,135.59
FL,1986,4,135.78
FL,1987,1,136.45
FL,1987,2,138.61
FL,1987,3,138.81
FL,1987,4,139.84
FL,1988,1,141.26
FL,1988,2,144.24
FL,1988,3,145.34
FL,1988,4,146.55
FL,1989,1,147.7
FL,1989,2,148.65
FL,1989,3,151.14
FL,1989,4,152.28
FL,1990,1,153.01
FL,1990,2,152.49
FL,1990,3,153.41
FL,1990,4,152.84
FL,1991,1,154.58
FL,1991,2,155.04
FL,1991,3,154.78
FL,1991,4,157.47
FL,1992,1,159.34
FL,1992,2,157.92
FL,1992,3,160.58
FL,1992,4,160.65
FL,1993,1,160.91
FL,1993,2,162.61
FL,1993,3,163.93
FL,1993,4,165.53
FL,1994,1,165.32
FL,1994,2,164.2
FL,1994,3,164.46
FL,1994,4,164.44
FL,1995,1,165.01
FL,1995,2,167.26
FL,1995,3,170.4
FL,1995,4,171.75
FL,1996,1,173.58
FL,1996,2,172.52
FL,1996,3,173.07
FL,1996,4,174.03
FL,1997,1,175.98
FL,1997,2,175.94
FL,1997,3,178.23
FL,1997,4,181.31
FL,1998,1,184.83
FL,1998,2,184.63
FL,1998,3,187.01
FL,1998,4,189.73
FL,1999,1,190.85
FL,1999,2,192.34
FL,1999,3,194.61
FL,1999,4,196.97
FL,2000,1,200.88
FL,2000,2,204.44
FL,2000,3,208.76
FL,2000,4,213.12
FL,2001,1,219.28
FL,2001,2,224.8
FL,2001,3,229.96
FL,2001,4,235.5
FL,2002,1,240.19
FL,2002,2,247.51
FL,2002,3,254.5
FL,2002,4,260.26
FL,2003,1,265.82
FL,2003,2,272.23
FL,2003,3,278.76
FL,2003,4,291.72
FL,2004,1,300.61
FL,2004,2,314.74
FL,2004,3,334.45
FL,2004,4,349.75
FL,2005,1,368.44
FL,2005,2,395.99
FL,2005,3,423.56
FL,2005,4,445.86
FL,2006,1,463.25
FL,2006,2,473.16
FL,2006,3,476.54
FL,2006,4,479.81
FL,2007,1,476.86
FL,2007,2,470.6
FL,2007,3,453.76
FL,2007,4,442.43
FL,2008,1,424.69
FL,2008,2,395.38
FL,2008,3,363.31
FL,2008,4,344.75
FL,2009,1,350.47
FL,2009,2,332.53
FL,2009,3,313.46
FL,2009,4,305.55
FL,2010,1,299.73
FL,2010,2,291.42
FL,2010,3,294.83
FL,2010,4,289.54
FL,2011,1,275.72
FL,2011,2,267.34
FL,2011,3,270.14
FL,2011,4,272.58
FL,2012,1,267.13
FL,2012,2,265.19
FL,2012,3,271.62
FL,2012,4,275.31
FL,2013,1,279.09
FL,2013,2,288.38
FL,2013,3,295.75
FL,2013,4,303.35
FL,2014,1,307.66
FL,2014,2,315.99
FL,2014,3,322.76
FL,2014,4,328.64
FL,2015,1,336.05
FL,2015,2,344.27
FL,2015,3,352.74
FL,2015,4,359.73
FL,2016,1,366.44
FL,2016,2,375.76
FL,2016,3,386.06
FL,2016,4,392.41
FL,2017,1,399.71
FL,2017,2,409.49
FL,2017,3,416.71
FL,2017,4,424.81
FL,2018,1,433.37
FL,2018,2,441.69
FL,2018,3,449.03
FL,2018,4,452.5
FL,2019,1,459.54
FL,2019,2,465.49
FL,2019,3,473.12
FL,2019,4,479.27
FL,2020,1,486.56
FL,2020,2,492.7
FL,2020,3,501.08
FL,2020,4,514.54
FL,2021,1,531.33
FL,2021,2,565.95
FL,2021,3,607.86
FL,2021,4,642.39
FL,2022,1,678.28
FL,2022,2,735.99
FL,2022,3,768.06
GA,1975,1,73.85
GA,1975,2,71.95
GA,1975,3,74.25
GA,1975,4,73.74
GA,1976,1,71.43
GA,1976,2,73.01
GA,1976,3,79.08
GA,1976,4,78.33
GA,1977,1,76.83
GA,1977,2,76.25
GA,1977,3,78.7
GA,1977,4,78.62
GA,1978,1,84.18
GA,1978,2,81.71
GA,1978,3,85.33
GA,1978,4,86.33
GA,1979,1,87.95
GA,1979,2,91.13
GA,1979,3,92.2
GA,1979,4,95.63
GA,1980,1,100
GA,1980,2,100.46
GA,1980,3,102.05
GA,1980,4,102.87
GA,1981,1,107.23
GA,1981,2,107.89
GA,1981,3,108.62
GA,1981,4,112.87
GA,1982,1,113.56
GA,1982,2,115.55
GA,1982,3,114.37
GA,1982,4,116.45
GA,1983,1,117.68
GA,1983,2,118.48
GA,1983,3,121.08
GA,1983,4,120.79
GA,1984,1,124.36
GA,1984,2,126.6
GA,1984,3,124.29
GA,1984,4,129.28
GA,1985,1,131.72
GA,1985,2,128.77
GA,1985,3,135.17
GA,1985,4,137.79
GA,1986,1,140.1
GA,1986,2,141.95
GA,1986,3,143.66
GA,1986,4,146.03
GA,1987,1,148.45
GA,1987,2,150.13
GA,1987,3,151.8
GA,1987,4,152.52
GA,1988,1,154.68
GA,1988,2,156.56
GA,1988,3,156.86
GA,1988,4,156.75
GA,1989,1,157.8
GA,1989,2,158.29
GA,1989,3,160.32
GA,1989,4,161.45
GA,1990,1,160.94
GA,1990,2,159.5
GA,1990,3,160.54
GA,1990,4,159.42
GA,1991,1,161.18
GA,1991,2,161.71
GA,1991,3,161.29
GA,1991,4,163.05
GA,1992,1,164.1
GA,1992,2,164.39
GA,1992,3,167.65
GA,1992,4,167.94
GA,1993,1,168.3
GA,1993,2,170.18
GA,1993,3,171.35
GA,1993,4,172.62
GA,1994,1,173.18
GA,1994,2,174.26
GA,1994,3,174.86
GA,1994,4,175.57
GA,1995,1,176.5
GA,1995,2,179.86
GA,1995,3,182.26
GA,1995,4,185.08
GA,1996,1,187.24
GA,1996,2,188.18
GA,1996,3,189.82
GA,1996,4,191.37
GA,1997,1,193.5
GA,1997,2,195.72
GA,1997,3,199
GA,1997,4,201.84
GA,1998,1,205.43
GA,1998,2,207.27
GA,1998,3,211.07
GA,1998,4,214.2
GA,1999,1,217.07
GA,1999,2,220.36
GA,1999,3,224.27
GA,1999,4,226.85
GA,2000,1,229.87
GA,2000,2,233.63
GA,2000,3,237.44
GA,2000,4,241.3
GA,2001,1,248.06
GA,2001,2,251.12
GA,2001,3,254.33
GA,2001,4,257.63
GA,2002,1,259.84
GA,2002,2,261.79
GA,2002,3,266.08
GA,2002,4,269.15
GA,2003,1,271.22
GA,2003,2,273.05
GA,2003,3,274.71
GA,2003,4,278.29
GA,2004,1,282.12
GA,2004,2,284
GA,2004,3,287.88
GA,2004,4,292.41
GA,2005,1,296.21
GA,2005,2,300.13
GA,2005,3,305.21
GA,2005,4,309.23
GA,2006,1,312.41
GA,2006,2,314.26
GA,2006,3,316.81
GA,2006,4,322.76
GA,2007,1,325.37
GA,2007,2,326.43
GA,2007,3,324.36
GA,2007,4,326.52
GA,2008,1,326.84
GA,2008,2,321.86
GA,2008,3,313.02
GA,2008,4,311.69
GA,2009,1,318.51
GA,2009,2,308.76
GA,2009,3,296.21
GA,2009,4,291.91
GA,2010,1,286.26
GA,2010,2,280.1
GA,2010,3,282.95
GA,2010,4,279.14
GA,2011,1,268.95
GA,2011,2,257.35
GA,2011,3,258.93
GA,2011,4,258.31
GA,2012,1,251.67
GA,2012,2,247.25
GA,2012,3,250.36
GA,2012,4,253.36
GA,2013,1,253.69
GA,2013,2,259.66
GA,2013,3,263.11
GA,2013,4,266.53
GA,2014,1,270.43
GA,2014,2,276.9
GA,2014,3,282.2
GA,2014,4,284.17
GA,2015,1,288.4
GA,2015,2,295.25
GA,2015,3,298.96
GA,2015,4,301.45
GA,2016,1,304.31
GA,2016,2,312.72
GA,2016,3,318.51
GA,2016,4,321.21
GA,2017,1,323.43
GA,2017,2,332.02
GA,2017,3,336.98
GA,2017,4,340.36
GA,2018,1,348.11
GA,2018,2,356.35
GA,2018,3,362.18
GA,2018,4,364.29
GA,2019,1,369.67
GA,2019,2,377.17
GA,2019,3,382.56
GA,2019,4,386.37
GA,2020,1,392.19
GA,2020,2,396.27
GA,2020,3,403.85
GA,2020,4,412.33
GA,2021,1,424.65
GA,2021,2,449.2
GA,2021,3,476.46
GA,2021,4,500.86
GA,2022,1,525.09
GA,2022,2,564.24
GA,2022,3,580.76
HI,1975,1,67.29
HI,1975,2,53.81
HI,1975,3,58.28
HI,1975,4,55.18
HI,1976,1,53.82
HI,1976,2,56.97
HI,1976,3,54.96
HI,1976,4,56.73
HI,1977,1,56.25
HI,1977,2,59.1
HI,1977,3,61.07
HI,1977,4,62.98
HI,1978,1,66
HI,1978,2,65.31
HI,1978,3,66.98
HI,1978,4,75.08
HI,1979,1,74.21
HI,1979,2,82.17
HI,1979,3,89.66
HI,1979,4,92.85
HI,1980,1,100
HI,1980,2,101.72
HI,1980,3,101.3
HI,1980,4,107.62
HI,1981,1,102.21
HI,1981,2,98.1
HI,1981,3,86.82
HI,1981,4,49.25
HI,1982,1,112.73
HI,1982,2,104.15
HI,1982,3,100.4
HI,1982,4,85.18
HI,1983,1,102.36
HI,1983,2,106.38
HI,1983,3,112.37
HI,1983,4,106.28
HI,1984,1,108.5
HI,1984,2,113.5
HI,1984,3,110.19
HI,1984,4,109.2
HI,1985,1,114.72
HI,1985,2,113.03
HI,1985,3,116.98
HI,1985,4,118.02
HI,1986,1,119.83
HI,1986,2,120.15
HI,1986,3,121.04
HI,1986,4,123.96
HI,1987,1,128.01
HI,1987,2,131.01
HI,1987,3,133.08
HI,1987,4,136.09
HI,1988,1,144.69
HI,1988,2,151.66
HI,1988,3,155.59
HI,1988,4,166.83
HI,1989,1,179.29
HI,1989,2,183.85
HI,1989,3,196.23
HI,1989,4,203.14
HI,1990,1,218.11
HI,1990,2,231.65
HI,1990,3,242.5
HI,1990,4,251.78
HI,1991,1,257.54
HI,1991,2,260.15
HI,1991,3,260.15
HI,1991,4,263.97
HI,1992,1,263.37
HI,1992,2,262.86
HI,1992,3,264.55
HI,1992,4,265.45
HI,1993,1,264.79
HI,1993,2,266.09
HI,1993,3,265.13
HI,1993,4,266.49
HI,1994,1,267.27
HI,1994,2,264.32
HI,1994,3,265.76
HI,1994,4,258.89
HI,1995,1,257.53
HI,1995,2,261.21
HI,1995,3,261.29
HI,1995,4,262.61
HI,1996,1,257.26
HI,1996,2,251.64
HI,1996,3,243.06
HI,1996,4,239.67
HI,1997,1,236.85
HI,1997,2,230.5
HI,1997,3,230.51
HI,1997,4,229.82
HI,1998,1,231.26
HI,1998,2,231.12
HI,1998,3,231.97
HI,1998,4,231.12
HI,1999,1,229.98
HI,1999,2,228.18
HI,1999,3,224.52
HI,1999,4,224.53
HI,2000,1,231.05
HI,2000,2,230.65
HI,2000,3,233.7
HI,2000,4,239.12
HI,2001,1,246.96
HI,2001,2,250.59
HI,2001,3,254.76
HI,2001,4,258.83
HI,2002,1,262.8
HI,2002,2,268.65
HI,2002,3,276.94
HI,2002,4,280.55
HI,2003,1,288.59
HI,2003,2,295.59
HI,2003,3,304.03
HI,2003,4,321.28
HI,2004,1,336.39
HI,2004,2,355.7
HI,2004,3,389.51
HI,2004,4,403.7
HI,2005,1,423.02
HI,2005,2,447.9
HI,2005,3,475.77
HI,2005,4,502.72
HI,2006,1,520.83
HI,2006,2,525.46
HI,2006,3,535.43
HI,2006,4,533.65
HI,2007,1,540.5
HI,2007,2,542.02
HI,2007,3,538.72
HI,2007,4,536.72
HI,2008,1,531.71
HI,2008,2,520.69
HI,2008,3,505.04
HI,2008,4,496.02
HI,2009,1,493.01
HI,2009,2,472.41
HI,2009,3,458.92
HI,2009,4,452.37
HI,2010,1,451.97
HI,2010,2,448.86
HI,2010,3,451.56
HI,2010,4,451.81
HI,2011,1,442.51
HI,2011,2,442.99
HI,2011,3,446.12
HI,2011,4,446.01
HI,2012,1,447.68
HI,2012,2,444.42
HI,2012,3,452.78
HI,2012,4,457.2
HI,2013,1,459.93
HI,2013,2,470.1
HI,2013,3,478.76
HI,2013,4,490.1
HI,2014,1,493.69
HI,2014,2,500.93
HI,2014,3,511.39
HI,2014,4,518.28
HI,2015,1,530.03
HI,2015,2,533.66
HI,2015,3,541.1
HI,2015,4,548.47
HI,2016,1,562.53
HI,2016,2,565.53
HI,2016,3,576.76
HI,2016,4,582.37
HI,2017,1,582.76
HI,2017,2,590.8
HI,2017,3,599.7
HI,2017,4,603.22
HI,2018,1,609.33
HI,2018,2,615.6
HI,2018,3,619.96
HI,2018,4,622.94
HI,2019,1,630.34
HI,2019,2,632.29
HI,2019,3,638.11
HI,2019,4,643.71
HI,2020,1,643.63
HI,2020,2,652
HI,2020,3,645.22
HI,2020,4,655.96
HI,2021,1,665.29
HI,2021,2,699.67
HI,2021,3,727.43
HI,2021,4,763.57
HI,2022,1,801.97
HI,2022,2,848.41
HI,2022,3,897.9
IA,1975,1,59.42
IA,1975,2,63.3
IA,1975,3,63.54
IA,1975,4,65.25
IA,1976,1,67.73
IA,1976,2,70.18
IA,1976,3,74.05
IA,1976,4,71.24
IA,1977,1,76.21
IA,1977,2,78.16
IA,1977,3,79.8
IA,1977,4,83.26
IA,1978,1,85.51
IA,1978,2,89.75
IA,1978,3,90.95
IA,1978,4,95.17
IA,1979,1,95.78
IA,1979,2,99.19
IA,1979,3,102.43
IA,1979,4,101.25
IA,1980,1,100
IA,1980,2,100.73
IA,1980,3,101.82
IA,1980,4,97.29
IA,1981,1,94.8
IA,1981,2,93.19
IA,1981,3,87.97
IA,1981,4,102.45
